"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"dar";0,606506566201023;0,217388300281312;0,426125380085869;0,785164874402474;0,281424253254285;0,55164890073743;0,748588129899465;0,0651037378062108;0,186308132294324;0,000674602466451212;8,66660981696071e-05;0,000333005735716422;0,00183390532131549;0,372006020131205;0,000253791368072273
"meios_de_comunicação";-1,49856810484522;-2,15996282047823;1,29648599984937;-0,51124468070048;-0,736883094542009;0,442303268621945;0,359228213604578;0,505209708194422;0,135562078200998;0,00417809999541945;0,00867997374085137;0,00312724223421177;0,00186048365930557;1,3268663945719;0,00327551995622803
"defesa";-0,179040435732325;1,39898955105899;-0,546177926980776;-0,118376912462534;0,924975762845561;-0,361118740505266;0,0212656869357438;0,878957290536199;0,0997770225280561;6,13426549542995e-05;0,00374532283061961;0,000570858675941973;0,00191364033528573;0,651549397222217;0,000812372121329732
"presidente_da_república";1,09436400815302;-0,814511412922274;-0,42947806565482;0,765174867728368;-0,569503070279065;-0,300289318390771;0,688396429439953;0,258149341579277;0,053454228980771;0,00227194358919378;0,00125854366873007;0,000349909648500431;0,00189702887404193;0,699968386800213;0,000929460190562513
"discurso";0,909995010301009;-1,08016536534926;-1,86780769474141;0,388604620274689;-0,461274234346157;-0,797629318561906;0,245224407618502;0,233898714615048;0,52087687776645;0,00150763570230752;0,00212421703419655;0,00635159373789541;0,00182061615232046;0,975198654036861;0,00173142856350644
"pedido";-0,731098090066401;1,53549320756782;-0,188593066920739;-0,427271690494182;0,897379965088198;-0,110218422963447;0,248777138864853;0,742876528235441;0,0083463328997056;0,000948266457265444;0,00418287502706009;6,31001710035802e-05;0,00177410406083782;0,777868785211841;0,00107347461370615
"ocorrer";0,516828699190192;-0,268571950149572;-0,263995629511288;0,808199708998219;-0,419983975920986;-0,412827676330931;0,76083002258744;0,139084063562237;0,100085913850324;0,000472109466510048;0,000127488429321889;0,000123180777075401;0,0017674594763403;0,314440682456839;0,000174753919677096
"dia";1,40292054520348;-0,316289104438743;-0,341726571630774;0,949089492983761;-0,213972677778779;-0,231181373540359;0,939564845380624;0,0323288859169983;0,0281062687023782;0,00331521686418834;0,000168505567751298;0,000196699516033618;0,0016844021701213;0,768078529340747;0,000993704010364762
"realizar";0,551381332400191;-0,563653048854914;-1,05275618675224;0,419204832506886;-0,428534787183771;-0,800390682464654;0,282056527608291;0,199534237751818;0,518409234639892;0,000514114357362962;0,000537253602451424;0,00187417965850577;0,00169104675461882;0,550959797378988;0,000513328569550192
"modo";-0,622865727694447;0,364421511598526;-0,246076134524636;-0,816934935619297;0,477966038070524;-0,322747234559589;0,763112915155795;0,176835563775477;0,0600515210687285;0,000670239542795752;0,000229429462154747;0,000104611678092955;0,00172759196935518;0,378386786765297;0,00024735067594446
"probatório";-1,07726353947885;1,70944667003877;-0,422807095166714;-0,521845831227539;0,828086708380649;-0,204815360346191;0,359416153938617;0,612669767912303;0,0279140781490803;0,00200486483724112;0,00504838293141613;0,000308834429101033;0,00172759196935518;0,953584304414323;0,0015709391566201
"respeito";0,353144463727342;0,51695778550515;-0,165927884041665;0,545245902134269;0,798169426608132;-0,256188353821623;0,390324518516401;0,566229974970821;0,0434455065127766;0,000223736271860141;0,000479448267181964;4,93935615948791e-05;0,00179403781433038;0,299968336779021;0,000161429322078908
